"TimePeriod","GeoTypeDesc","GeoID","GeoRank","BoroID","Borough","Geography","Area","Number","Estimated annual rate per 10,000","Age-adjusted rate per 10,000"
"2014","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","3,850","164.1","163.3"
"2014","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","739","151.5","148.4"
"2014","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","1,118","124.7","126.0"
"2014","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","2,954","125.3","125.9"
"2014","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","1,052","109.4","111.4"
"2014","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","2,192","100.2","100.8"
"2014","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","2,496","101.4","100.8"
"2014","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","1,601","99.2","99.8"
"2014","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","1,487","86.1","90.3"
"2014","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","1,516","73.4","81.6"
"2014","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","527","71.0","74.6"
"2014","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","643","59.7","73.5"
"2014","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","1,509","67.2","67.5"
"2014","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","618","61.5","65.0"
"2014","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","246","47.0","62.6"
"2014","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","820","57.9","62.5"
"2014","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","1,024","56.7","62.1"
"2014","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","1,122","59.9","61.6"
"2014","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","1,013","59.9","61.6"
"2014","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","1,293","57.1","58.9"
"2014","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","587","48.8","56.5"
"2014","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","288","41.3","44.3"
"2014","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","873","42.8","43.8"
"2014","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","337","42.6","42.9"
"2014","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","1,556","41.3","41.8"
"2014","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","498","32.4","34.5"
"2014","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","829","34.1","34.3"
"2014","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","488","29.0","29.0"
"2014","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","624","29.0","28.6"
"2014","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","445","23.7","25.9"
"2014","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","144","19.6","19.3"
"2014","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","109","15.0","15.5"
"2013","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","3,281","325.9","324.5"
"2013","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","2,810","316.8","319.8"
"2013","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","4,493","289.9","285.3"
"2013","UHF 42","105","4","1","Bronx","Crotona - Tremont","Crotona - Tremont  Bronx","4,306","283.3","281.8"
"2013","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","3,731","263.7","267.3"
"2013","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","3,992","242.8","256.9"
"2013","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","5,921","232.8","232.4"
"2013","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","3,204","234.8","229.1"
"2013","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","4,175","223.3","221.5"
"2013","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","2,526","161.2","166.5"
"2013","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","3,846","165.5","164.7"
"2013","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","3,274","139.5","139.9"
"2013","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","680","140.8","137.9"
"2013","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","1,047","109.7","110.9"
"2013","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","928","103.6","106.0"
"2013","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","2,534","103.9","103.1"
"2013","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","1,499","93.1","93.9"
"2013","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","2,031","93.2","93.5"
"2013","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","1,633","80.5","87.8"
"2013","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","1,437","83.4","87.7"
"2013","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","778","78.4","83.3"
"2013","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","702","66.3","82.2"
"2013","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","556","75.0","76.2"
"2013","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","1,129","63.1","68.7"
"2013","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","1,417","63.7","63.5"
"2013","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","987","58.8","60.6"
"2013","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","757","54.0","59.1"
"2013","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","1,296","57.6","57.9"
"2013","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","1,033","55.2","57.6"
"2013","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","556","46.5","53.6"
"2013","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","196","38.0","51.9"
"2013","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","396","50.4","51.7"
"2013","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","298","43.0","44.2"
"2013","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","1,545","41.5","42.0"
"2013","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","813","39.9","40.3"
"2013","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","520","33.9","35.8"
"2013","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","747","31.0","31.0"
"2013","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","507","30.4","30.1"
"2013","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","623","29.3","29.9"
"2013","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","398","21.2","21.9"
"2013","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","137","18.8","19.3"
"2013","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","85","11.7","12.6"
"2012","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","2,880","325.6","327.1"
"2012","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","3,261","330.0","323.8"
"2012","UHF 42","105","4","1","Bronx","Crotona - Tremont","Crotona - Tremont  Bronx","4,457","298.3","296.3"
"2012","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","4,447","291.9","289.1"
"2012","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","3,938","277.9","279.9"
"2012","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","4,257","260.5","274.0"
"2012","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","6,088","241.1","239.6"
"2012","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","3,196","235.3","229.2"
"2012","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","3,676","199.4","199.4"
"2012","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","844","176.7","174.7"
"2012","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","3,767","163.6","162.3"
"2012","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","3,411","146.5","146.6"
"2012","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","2,084","134.3","137.6"
"2012","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","1,164","130.4","132.1"
"2012","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","1,177","124.5","126.0"
"2012","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","1,838","106.8","111.0"
"2012","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","2,547","105.7","105.3"
"2012","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","1,628","101.7","104.0"
"2012","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","2,120","97.7","98.2"
"2012","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","1,777","89.6","96.6"
"2012","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","824","84.3","89.8"
"2012","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","693","66.8","80.8"
"2012","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","534","72.1","73.6"
"2012","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","1,616","73.3","73.0"
"2012","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","1,135","64.0","69.2"
"2012","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","1,087","65.4","67.2"
"2012","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","1,108","59.4","61.9"
"2012","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","791","57.0","61.8"
"2012","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","244","47.9","61.7"
"2012","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","1,327","59.4","60.5"
"2012","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","414","53.1","54.9"
"2012","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","549","46.1","52.1"
"2012","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","688","44.9","45.9"
"2012","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","1,570","42.6","43.0"
"2012","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","830","40.8","41.5"
"2012","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","284","41.3","41.5"
"2012","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","926","38.8","38.9"
"2012","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","534","32.4","32.7"
"2012","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","620","29.5","30.1"
"2012","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","155","21.4","22.6"
"2012","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","386","20.6","21.5"
"2012","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","132","18.2","19.8"
"2011","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","2,782","317.9","317.7"
"2011","UHF 42","105","4","1","Bronx","Crotona - Tremont","Crotona - Tremont  Bronx","4,426","302.3","301.3"
"2011","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","2,902","300.2","297.3"
"2011","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","3,937","263.4","262.8"
"2011","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","3,664","259.8","261.1"
"2011","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","3,782","233.8","246.3"
"2011","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","5,453","218.0","217.2"
"2011","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","2,926","216.9","212.2"
"2011","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","3,034","167.4","168.4"
"2011","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","756","158.7","156.1"
"2011","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","3,378","146.4","146.1"
"2011","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","3,135","137.8","136.4"
"2011","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","1,095","123.0","124.4"
"2011","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","1,083","115.1","115.2"
"2011","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","1,730","101.3","104.3"
"2011","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","1,624","102.2","104.2"
"2011","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","1,761","91.1","100.5"
"2011","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","2,387","100.1","99.4"
"2011","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","2,036","95.0","95.4"
"2011","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","1,380","89.8","89.2"
"2011","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","737","76.8","80.1"
"2011","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","662","65.4","76.3"
"2011","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","1,118","63.6","69.0"
"2011","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","1,101","66.8","69.0"
"2011","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","1,506","69.0","68.0"
"2011","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","481","65.2","67.3"
"2011","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","749","54.8","58.8"
"2011","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","1,240","56.2","57.2"
"2011","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","999","54.0","55.7"
"2011","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","239","47.8","55.1"
"2011","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","552","46.8","54.7"
"2011","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","359","46.4","47.4"
"2011","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","281","41.1","41.5"
"2011","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","1,447","39.6","40.3"
"2011","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","792","39.0","39.9"
"2011","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","599","39.2","39.6"
"2011","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","847","36.0","36.0"
"2011","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","615","29.6","29.8"
"2011","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","459","24.7","26.7"
"2011","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","424","26.2","26.4"
"2011","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","147","20.4","22.2"
"2011","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","126","17.5","17.4"
"2010","UHF 42","105","4","1","Bronx","Crotona - Tremont","Crotona - Tremont  Bronx","4,459","309.6","308.0"
"2010","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","2,973","311.0","307.1"
"2010","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","2,579","299.5","299.0"
"2010","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","3,698","284.3","284.5"
"2010","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","4,059","274.3","271.0"
"2010","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","3,703","238.3","245.8"
"2010","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","5,426","224.3","221.9"
"2010","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","2,796","208.2","202.0"
"2010","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","3,131","170.0","170.2"
"2010","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","738","146.3","142.7"
"2010","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","3,244","143.4","142.0"
"2010","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","2,980","130.0","129.8"
"2010","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","967","115.0","117.1"
"2010","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","1,069","112.2","113.1"
"2010","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","2,373","107.3","106.5"
"2010","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","1,446","95.3","97.1"
"2010","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","1,893","94.1","94.0"
"2010","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","1,593","87.0","93.9"
"2010","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","1,359","92.4","92.9"
"2010","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","799","80.9","85.4"
"2010","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","1,332","76.8","80.0"
"2010","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","542","73.6","74.4"
"2010","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","1,093","71.6","73.5"
"2010","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","1,453","71.0","69.6"
"2010","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","600","57.9","68.2"
"2010","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","269","57.9","67.6"
"2010","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","1,018","56.3","60.1"
"2010","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","1,104","58.9","59.3"
"2010","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","681","49.9","53.7"
"2010","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","1,201","50.2","51.4"
"2010","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","520","42.1","49.4"
"2010","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","315","46.9","49.2"
"2010","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","327","42.9","43.7"
"2010","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","789","39.6","39.9"
"2010","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","556","37.7","38.6"
"2010","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","1,387","35.8","36.4"
"2010","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","693","28.6","28.9"
"2010","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","470","27.2","27.5"
"2010","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","529","24.5","23.9"
"2010","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","397","21.1","21.9"
"2010","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","129","18.0","18.3"
"2010","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","117","15.8","16.7"
"2009","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","3,188","375.4","376.3"
"2009","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","3,220","343.6","340.8"
"2009","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","3,981","311.2","310.4"
"2009","UHF 42","105","4","1","Bronx","Crotona - Tremont","Crotona - Tremont  Bronx","4,285","300.9","297.2"
"2009","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","3,919","271.9","267.4"
"2009","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","3,290","216.1","220.1"
"2009","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","4,877","204.2","202.2"
"2009","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","3,498","191.5","191.8"
"2009","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","2,581","195.9","190.3"
"2009","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","824","165.2","160.9"
"2009","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","3,494","155.8","154.2"
"2009","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","1,759","120.4","121.5"
"2009","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","2,715","118.9","117.8"
"2009","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","1,090","115.3","116.1"
"2009","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","893","108.0","110.4"
"2009","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","2,247","102.9","102.0"
"2009","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","2,006","100.0","100.0"
"2009","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","1,524","87.6","91.7"
"2009","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","1,476","81.4","87.5"
"2009","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","1,290","85.8","86.4"
"2009","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","743","76.3","81.2"
"2009","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","573","78.4","79.4"
"2009","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","1,042","68.8","70.5"
"2009","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","1,454","71.7","70.1"
"2009","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","545","55.4","62.2"
"2009","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","1,126","59.8","61.2"
"2009","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","741","56.2","59.8"
"2009","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","992","55.2","58.7"
"2009","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","216","48.3","54.5"
"2009","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","363","48.1","49.2"
"2009","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","1,121","47.2","48.3"
