"TimePeriod","GeoTypeDesc","GeoID","GeoRank","BoroID","Borough","Geography","Area","Annual mean mcg/m3","Summer mean mcg/m3","Winter mean mcg/m3"
"2022","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","5.0","5.5","6.0"
"2022","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","5.0","5.6","5.8"
"2021","UHF 34","306308","3","3","Manhattan","Chelsea-Village","Chelsea-Village    Manhattan","8.4","10.4","8.5"
"2021","UHF 34","201","3","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","7.7","9.6","8.0"
"2021","UHF 34","309310","3","3","Manhattan","Union Square-Lower Manhattan","Union Square-Lower Manhattan  Manhattan","7.7","9.7","7.8"
"2021","UHF 34","305307","3","3","Manhattan","Upper East Side-Gramercy","Upper East Side-Gramercy  Manhattan","7.6","9.4","7.7"
"2021","UHF 34","211","3","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","7.2","9.2","7.5"
"2021","UHF 34","401","3","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","7.2","9.1","7.4"
"2021","UHF 34","402","3","4","Queens","West Queens","West Queens  Queens","7.1","9.0","7.4"
"2021","UHF 34","202","3","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","7.1","9.1","7.3"
"2021","UHF 34","205","3","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","7.0","9.0","7.3"
"2021","UHF 34","203","3","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","6.6","8.5","6.8"
"2021","UHF 34","204","3","2","Brooklyn","East New York","East New York  Brooklyn","6.5","8.3","6.8"
"2021","UHF 34","301","3","3","Manhattan","Washington Heights","Washington Heights  Manhattan","6.9","8.8","6.8"
"2021","UHF 34","303","3","3","Manhattan","East Harlem","East Harlem  Manhattan","6.8","8.7","6.8"
"2021","UHF 34","304","3","3","Manhattan","Upper West Side","Upper West Side  Manhattan","6.8","8.7","6.8"
"2021","UHF 34","105106107","3","1","Bronx","South Bronx","South Bronx  Bronx","6.8","8.8","6.8"
"2021","UHF 34","206","3","2","Brooklyn","Borough Park","Borough Park  Brooklyn","6.4","8.3","6.7"
"2021","UHF 34","209","3","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","6.4","8.3","6.7"
"2021","UHF 34","302","3","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","6.8","8.8","6.7"
"2021","UHF 34","405","3","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","6.5","8.3","6.7"
"2021","UHF 34","408","3","4","Queens","Jamaica","Jamaica  Queens","6.4","8.0","6.7"
"2021","UHF 34","104","3","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","6.6","8.5","6.6"
"2021","UHF 34","207","3","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","6.4","8.3","6.6"
"2021","UHF 34","208","3","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","6.3","8.0","6.6"
"2021","UHF 34","210","3","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","6.3","8.0","6.6"
"2021","UHF 34","403","3","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","6.5","8.2","6.5"
"2021","UHF 34","407","3","4","Queens","Southwest Queens","Southwest Queens  Queens","6.3","7.9","6.5"
"2021","UHF 34","409","3","4","Queens","Southeast Queens","Southeast Queens  Queens","6.2","7.7","6.5"
"2021","UHF 34","501502","3","5","Staten Island","Northern SI","Northern SI  Staten Island","6.3","8.2","6.5"
"2021","UHF 34","503504","3","5","Staten Island","Southern SI","Southern SI  Staten Island","6.1","7.7","6.5"
"2021","UHF 34","101","3","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","6.6","8.7","6.4"
"2021","UHF 34","103","3","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","6.6","8.7","6.4"
"2021","UHF 34","404406","3","4","Queens","Bayside Little Neck-Fresh Meadows","Bayside Little Neck-Fresh Meadows  Queens","6.3","7.9","6.4"
"2021","UHF 34","102","3","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","6.5","8.5","6.3"
"2021","UHF 34","410","3","4","Queens","Rockaways","Rockaways  Queens","5.9","7.2","6.3"
"2021","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","8.4","10.4","8.6"
"2021","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","8.2","10.2","8.4"
"2021","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","8.2","10.1","8.3"
"2021","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","7.7","9.6","8.0"
"2021","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","7.8","9.8","7.9"
"2021","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","7.6","9.6","7.7"
"2021","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","7.2","9.2","7.5"
"2021","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","7.2","9.1","7.4"
"2021","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","7.1","9.0","7.4"
"2021","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","7.1","9.1","7.3"
"2021","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","7.0","9.0","7.3"
"2021","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","7.0","9.0","7.1"
"2021","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","7.0","8.9","7.1"
"2021","UHF 42","105","4","1","Bronx","Crotona - Tremont","Crotona - Tremont  Bronx","6.8","8.7","6.8"
"2021","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","6.6","8.5","6.8"
"2021","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","6.5","8.3","6.8"
"2021","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","6.9","8.8","6.8"
"2021","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","6.8","8.7","6.8"
"2021","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","6.8","8.7","6.8"
"2021","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","6.4","8.3","6.7"
"2021","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","6.4","8.3","6.7"
"2021","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","6.8","8.8","6.7"
"2021","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","6.5","8.3","6.7"
"2021","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","6.4","8.0","6.7"
"2021","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","6.6","8.5","6.6"
"2021","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","6.6","8.6","6.6"
"2021","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","6.4","8.3","6.6"
"2021","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","6.3","8.0","6.6"
"2021","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","6.3","8.0","6.6"
"2021","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","6.4","8.3","6.6"
"2021","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","6.5","8.2","6.5"
"2021","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","6.3","7.9","6.5"
"2021","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","6.2","7.7","6.5"
"2021","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","6.2","8.1","6.5"
"2021","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","6.2","8.0","6.5"
"2021","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","6.0","7.6","6.5"
"2021","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","6.6","8.7","6.4"
"2021","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","6.6","8.7","6.4"
"2021","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","6.3","7.9","6.4"
"2021","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","6.3","7.9","6.4"
"2021","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","6.5","8.5","6.3"
"2021","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","5.9","7.2","6.3"
"2020","UHF 34","306308","3","3","Manhattan","Chelsea-Village","Chelsea-Village    Manhattan","8.4","8.6","11.3"
"2020","UHF 34","309310","3","3","Manhattan","Union Square-Lower Manhattan","Union Square-Lower Manhattan  Manhattan","7.6","8.0","10.2"
"2020","UHF 34","305307","3","3","Manhattan","Upper East Side-Gramercy","Upper East Side-Gramercy  Manhattan","7.4","7.9","9.7"
"2020","UHF 34","201","3","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","7.0","8.0","8.6"
"2020","UHF 34","202","3","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","6.7","7.4","8.6"
"2020","UHF 34","211","3","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","6.7","7.6","8.3"
"2020","UHF 34","401","3","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","6.8","7.8","8.3"
"2020","UHF 34","205","3","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","6.5","7.3","8.2"
"2020","UHF 34","402","3","4","Queens","West Queens","West Queens  Queens","6.6","7.4","8.2"
"2020","UHF 34","304","3","3","Manhattan","Upper West Side","Upper West Side  Manhattan","6.3","7.2","7.9"
"2020","UHF 34","203","3","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","6.2","7.0","7.8"
"2020","UHF 34","303","3","3","Manhattan","East Harlem","East Harlem  Manhattan","6.4","7.3","7.8"
"2020","UHF 34","403","3","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","6.2","7.0","7.8"
"2020","UHF 34","405","3","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","6.1","6.9","7.7"
"2020","UHF 34","209","3","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","5.9","6.7","7.6"
"2020","UHF 34","302","3","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","6.3","7.4","7.6"
"2020","UHF 34","404406","3","4","Queens","Bayside Little Neck-Fresh Meadows","Bayside Little Neck-Fresh Meadows  Queens","6.0","6.7","7.6"
"2020","UHF 34","206","3","2","Brooklyn","Borough Park","Borough Park  Brooklyn","5.9","6.7","7.5"
"2020","UHF 34","207","3","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","6.0","6.8","7.5"
"2020","UHF 34","204","3","2","Brooklyn","East New York","East New York  Brooklyn","6.0","6.9","7.4"
"2020","UHF 34","407","3","4","Queens","Southwest Queens","Southwest Queens  Queens","5.9","6.7","7.4"
"2020","UHF 34","408","3","4","Queens","Jamaica","Jamaica  Queens","6.0","6.7","7.4"
"2020","UHF 34","104","3","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","6.1","7.1","7.3"
"2020","UHF 34","301","3","3","Manhattan","Washington Heights","Washington Heights  Manhattan","6.3","7.3","7.3"
"2020","UHF 34","501502","3","5","Staten Island","Northern SI","Northern SI  Staten Island","5.8","6.7","7.3"
"2020","UHF 34","105106107","3","1","Bronx","South Bronx","South Bronx  Bronx","6.3","7.4","7.3"
"2020","UHF 34","409","3","4","Queens","Southeast Queens","Southeast Queens  Queens","5.8","6.6","7.2"
"2020","UHF 34","210","3","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","5.7","6.5","7.0"
"2020","UHF 34","208","3","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","5.7","6.6","6.8"
"2020","UHF 34","102","3","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","6.0","7.2","6.7"
"2020","UHF 34","103","3","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","6.0","7.2","6.7"
"2020","UHF 34","101","3","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","5.9","7.2","6.4"
"2020","UHF 34","503504","3","5","Staten Island","Southern SI","Southern SI  Staten Island","5.4","6.6","6.4"
"2020","UHF 34","410","3","4","Queens","Rockaways","Rockaways  Queens","5.3","6.3","6.1"
"2020","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","8.5","8.7","11.4"
"2020","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","8.2","8.4","11.0"
"2020","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","8.2","8.4","11.0"
"2020","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","7.8","8.1","10.3"
"2020","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","7.4","7.8","9.9"
"2020","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","7.0","8.0","8.6"
"2020","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","6.7","7.4","8.6"
"2020","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","6.7","7.4","8.6"
"2020","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","6.7","7.6","8.3"
"2020","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","6.8","7.8","8.3"
"2020","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","6.5","7.3","8.2"
"2020","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","6.6","7.4","8.2"
"2020","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","6.3","7.2","7.9"
"2020","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","6.2","7.0","7.8"
"2020","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","6.4","7.3","7.8"
"2020","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","6.2","7.0","7.8"
"2020","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","6.1","6.9","7.7"
"2020","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","5.9","6.7","7.6"
"2020","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","6.3","7.4","7.6"
"2020","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","6.0","6.7","7.6"
"2020","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","6.0","6.7","7.6"
"2020","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","5.9","6.7","7.5"
"2020","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","6.0","6.8","7.5"
"2020","UHF 42","105","4","1","Bronx","Crotona - Tremont","Crotona - Tremont  Bronx","6.3","7.3","7.4"
"2020","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","6.0","6.9","7.4"
"2020","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","5.9","6.7","7.4"
"2020","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","6.0","6.7","7.4"
"2020","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","5.9","6.9","7.4"
"2020","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","6.1","7.1","7.3"
"2020","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","6.4","7.5","7.3"
"2020","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","6.3","7.3","7.3"
"2020","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","5.8","6.6","7.2"
"2020","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","5.7","6.6","7.2"
"2020","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","6.1","7.2","7.1"
"2020","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","5.7","6.5","7.0"
"2020","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","5.6","6.6","7.0"
"2020","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","5.7","6.6","6.8"
"2020","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","6.0","7.2","6.7"
"2020","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","6.0","7.2","6.7"
"2020","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","5.9","7.2","6.4"
"2020","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","5.3","6.3","6.1"
"2020","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","5.3","6.5","6.0"
"2019","UHF 34","306308","3","3","Manhattan","Chelsea-Village","Chelsea-Village    Manhattan","10.0","11.1","11.5"
"2019","UHF 34","305307","3","3","Manhattan","Upper East Side-Gramercy","Upper East Side-Gramercy  Manhattan","9.0","10.1","10.2"
"2019","UHF 34","309310","3","3","Manhattan","Union Square-Lower Manhattan","Union Square-Lower Manhattan  Manhattan","8.7","9.9","9.8"
"2019","UHF 34","201","3","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","8.6","9.9","9.2"
"2019","UHF 34","401","3","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","8.0","9.3","8.6"
"2019","UHF 34","202","3","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","7.4","8.9","8.2"
"2019","UHF 34","304","3","3","Manhattan","Upper West Side","Upper West Side  Manhattan","7.4","8.6","8.2"
"2019","UHF 34","211","3","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","7.5","9.0","8.1"
"2019","UHF 34","205","3","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","7.3","8.9","8.0"
"2019","UHF 34","402","3","4","Queens","West Queens","West Queens  Queens","7.3","8.6","8.0"
"2019","UHF 34","105106107","3","1","Bronx","South Bronx","South Bronx  Bronx","7.3","8.4","7.9"
"2019","UHF 34","301","3","3","Manhattan","Washington Heights","Washington Heights  Manhattan","7.1","8.2","7.8"
"2019","UHF 34","303","3","3","Manhattan","East Harlem","East Harlem  Manhattan","7.1","8.3","7.8"
"2019","UHF 34","302","3","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","7.0","8.2","7.6"
"2019","UHF 34","104","3","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","6.7","7.8","7.3"
"2019","UHF 34","101","3","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","6.7","7.8","7.2"
"2019","UHF 34","102","3","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","6.7","7.7","7.2"
"2019","UHF 34","103","3","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","6.7","7.8","7.2"
"2019","UHF 34","203","3","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","6.6","8.1","7.2"
"2019","UHF 34","204","3","2","Brooklyn","East New York","East New York  Brooklyn","6.6","8.0","7.2"
"2019","UHF 34","403","3","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","6.6","7.8","7.2"
"2019","UHF 34","405","3","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","6.6","7.9","7.2"
"2019","UHF 34","206","3","2","Brooklyn","Borough Park","Borough Park  Brooklyn","6.3","7.9","6.9"
"2019","UHF 34","207","3","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","6.3","7.9","6.9"
"2019","UHF 34","407","3","4","Queens","Southwest Queens","Southwest Queens  Queens","6.2","7.5","6.9"
"2019","UHF 34","408","3","4","Queens","Jamaica","Jamaica  Queens","6.2","7.5","6.9"
"2019","UHF 34","404406","3","4","Queens","Bayside Little Neck-Fresh Meadows","Bayside Little Neck-Fresh Meadows  Queens","6.2","7.3","6.9"
"2019","UHF 34","209","3","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","6.2","7.8","6.8"
"2019","UHF 34","208","3","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","6.2","7.7","6.7"
"2019","UHF 34","210","3","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","6.0","7.6","6.7"
"2019","UHF 34","409","3","4","Queens","Southeast Queens","Southeast Queens  Queens","6.0","7.2","6.7"
"2019","UHF 34","501502","3","5","Staten Island","Northern SI","Northern SI  Staten Island","6.0","7.6","6.6"
"2019","UHF 34","503504","3","5","Staten Island","Southern SI","Southern SI  Staten Island","5.9","7.3","6.5"
"2019","UHF 34","410","3","4","Queens","Rockaways","Rockaways  Queens","5.6","7.0","6.3"
"2019","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","10.2","11.2","11.8"
"2019","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","10.1","11.1","11.7"
"2019","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","9.6","10.8","11.0"
"2019","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","8.9","10.1","10.1"
"2019","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","8.2","9.5","9.3"
"2019","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","8.6","9.9","9.2"
"2019","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","8.0","9.1","9.0"
"2019","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","8.0","9.3","8.6"
"2019","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","7.4","8.9","8.2"
"2019","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","7.4","8.6","8.2"
"2019","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","7.5","9.0","8.1"
"2019","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","7.5","8.7","8.0"
"2019","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","7.3","8.9","8.0"
"2019","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","7.3","8.6","8.0"
"2019","UHF 42","105","4","1","Bronx","Crotona - Tremont","Crotona - Tremont  Bronx","7.2","8.3","7.9"
"2019","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","7.1","8.3","7.8"
"2019","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","7.1","8.2","7.8"
"2019","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","7.1","8.3","7.8"
"2019","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","7.0","8.2","7.6"
"2019","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","6.7","7.8","7.3"
"2019","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","6.7","7.8","7.2"
"2019","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","6.7","7.7","7.2"
"2019","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","6.7","7.8","7.2"
"2019","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","6.6","8.1","7.2"
"2019","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","6.6","8.0","7.2"
"2019","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","6.6","7.8","7.2"
"2019","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","6.6","7.9","7.2"
"2019","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","6.3","7.9","6.9"
"2019","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","6.3","7.9","6.9"
"2019","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","6.2","7.3","6.9"
"2019","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","6.2","7.5","6.9"
"2019","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","6.2","7.5","6.9"
"2019","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","6.3","7.8","6.9"
"2019","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","6.2","7.8","6.8"
"2019","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","6.2","7.3","6.8"
"2019","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","6.2","7.7","6.7"
"2019","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","6.0","7.6","6.7"
"2019","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","6.0","7.2","6.7"
"2019","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","6.0","7.4","6.5"
